ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
"KCMPLPO23N000000012","장소","관광지","8012148","가을동화촬영장소",,,"60515","드라마/영화촬영지","5176038024107040000","강원특별자치도","평창군","대관령면","횡계리","704","5176038024","5176038000","517604484055","꽃밭양지길","708-9","128.721787288904","37.7407119703406","마사076719","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000013","장소","관광지","8012150","여친소촬영장소",,,"60515","드라마/영화촬영지","5176038024107040000","강원특별자치도","평창군","대관령면","횡계리","704","5176038024","5176038000","517604484055","꽃밭양지길","708-9","128.725117649217","37.7469910252684","마사079726","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000014","장소","관광지","8012155","태극기휘날리며촬영지",,,"60515","드라마/영화촬영지","5176038024107040000","강원특별자치도","평창군","대관령면","횡계리","704","5176038024","5176038000","517604484055","꽃밭양지길","708-9","128.725428654869","37.7476452730891","마사079727","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000015","장소","관광지","8012157","웰컴투동막골촬영지",,,"60515","드라마/영화촬영지","5176038024107040000","강원특별자치도","평창군","대관령면","횡계리","704","5176038024","5176038000","517604484055","꽃밭양지길","708-9","128.725428624875","37.7476090420819","마사079727","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000016","장소","관광지","8456608","대조영촬영지",,,"60515","드라마/영화촬영지","5121011300100240066","강원특별자치도","속초시","장사동",,"24-66","5121011300","5121051000",,,,"128.523764412099","38.2076611705725","라아896235","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000017","장소","관광지","9653618","청석골드라마세트장",,,"60515","드라마/영화촬영지","5178032022201330001","강원특별자치도","철원군","근남면","잠곡리","산133-1","5178032022","5178032000","517804490160","샛말1길","189","127.479306344377","38.1944442163635","다아981215","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000018","장소","관광지","9653956","선생김봉두찰영지",,,"60515","드라마/영화촬영지","5177025927104360004","강원특별자치도","정선군","신동읍","덕천리","436-4","5177025927","5177025900","517704487268","연포길","544-6","128.57178135433","37.2512697173123","라사950174","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000019","장소","관광지","10213079","영화스캔들촬영지",,,"60515","드라마/영화촬영지","4690033021100610000","전라남도","진도군","의신면","사천리","61","4690033021","4690033000","469003301026","운림산방로","315","126.308904328295","34.4658071201861","나라906086","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000020","장소","관광지","10252281","청풍명월촬영지",,,"60515","드라마/영화촬영지","4827025022200880000","경상남도","밀양시","삼랑진읍","용전리","산88","4827025022","4827025000",,,,"128.829636845318","35.4393800559627","마마206167","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000021","장소","관광지","10252284","영상테마파크&청와대세트장",,,"60515","드라마/영화촬영지","4889046037102560005","경상남도","합천군","용주면","가호리","256-5","4889046037","4889046000","488903348035","합천호수로","757","128.071159373178","35.5491350208006","라마517282","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000022","장소","관광지","10252287","JSA촬영지",,,"60515","드라마/영화촬영지","4477034040100080012","충청남도","서천군","한산면","신성리","8-12","4477034040","4477034000",,,,"126.862618844261","36.0682168038677","다마426858","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000023","장소","관광지","10252289","원정리",,,"60515","드라마/영화촬영지","3017012500104930001","대전광역시","서구","용촌동",,"493-1","3017012500","3017060000",,,,"127.315647095572","36.2476673764633","다바834056","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000024","장소","관광지","10252290","은행나무침대촬영지",,,"60515","드라마/영화촬영지","4831033023100580010","경상남도","거제시","남부면","다포리","58-10","4831033023","4831033000",,,,"128.622764907142","34.7146309646516","마라028361","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000025","장소","관광지","10252291","전라좌수영",,,"60515","드라마/영화촬영지","4580036022106420000","전라북도","부안군","변산면","격포리","642","4580036022","4580036000","458004640087","궁항영상길","91","126.465951838428","35.6098596759049","다마063353","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000026","장소","관광지","10252293","허준촬영지",,,"60515","드라마/영화촬영지","4682034030101800014","전라남도","해남군","송지면","송호리","180-14","4682034030","4682034000",,,,"126.52156164777","34.3432646707605","다다100948","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000027","장소","관광지","10252295","대장금촬영지",,,"60515","드라마/영화촬영지","4579032036103970001","전라북도","고창군","아산면","삼인리","397-1","4579032036","4579032000",,,,"126.584564887755","35.5003967001149","다마169231","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000028","장소","관광지","10252296","동승촬영지",,,"60515","드라마/영화촬영지","4717033023107490000","경상북도","안동시","서후면","태장리","749","4717033023","4717033000","471704721498","봉정사길","141","128.668250108042","36.6434669320635","마바044501","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000029","장소","관광지","10252299","폭풍속으로촬영지",,,"60515","드라마/영화촬영지","4793031025201860000","경상북도","울진군","북면","덕구리","산186","4793031025","4793031000",,,,"129.277383365147","37.0783227263852","마바579992","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000030","장소","관광지","10252300","러브레터촬영지",,,"60515","드라마/영화촬영지","5173037025110500001","강원특별자치도","횡성군","서원면","유현리","1050-1","5173037025","5173037000",,,,"127.816190952083","37.5276496266272","라사279476","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000031","장소","관광지","10252301","러빙유촬영지",,,"60515","드라마/영화촬영지","5013031028200900000","제주특별자치도","서귀포시","안덕면","동광리","산90","5013031028","5013031000","501303349241","한창로","775","126.329148616341","33.3287485602202","나나910825","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000032","장소","관광지","10252302","로망스촬영지",,,"60515","드라마/영화촬영지","4812913800200520003","경상남도","창원시 진해구","태백동",,"산52-3","4812913800","4812955000","481294793236","여좌로118번길","70","128.676358170553","35.1592802145608","마라071855","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000033","장소","관광지","10252303","명성황후촬영지",,,"60515","드라마/영화촬영지","1111011900100010001","서울특별시","종로구","세종로",,"1-1","1111011900","1111061500","111103100007","사직로","161","126.97658674664","37.5810180176423","다사537536","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000034","장소","관광지","10252304","모래시계촬영지",,,"60515","드라마/영화촬영지","5115034028105690002","강원특별자치도","강릉시","강동면","정동진리","569-2","5115034028","5115034000",,,,"129.038240504939","37.6872483353307","마사356664","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000035","장소","관광지","10252308","봄날은간다촬영지",,,"60515","드라마/영화촬영지","5177037021107700000","강원특별자치도","정선군","여량면","여량리","770","5177037021","5177037000","517704487244","아우라지길","78","128.722779952256","37.4772463161313","마사081427","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000036","장소","관광지","10252309","봄날은간다촬영지",,,"60515","드라마/영화촬영지","5123031021201500000","강원특별자치도","삼척시","근덕면","상맹방리","산150","5123031021","5123031000",,,,"129.19937071115","37.3970970567422","마사504344","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000037","장소","관광지","10252311","부산영화촬영스튜디오",,,"60515","드라마/영화촬영지","2635010500113930000","부산광역시","해운대구","우동",,"1393","2635010500","2635052500","263503133043","해운대해변로","52","129.137973903798","35.1624427695987","마라491864","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000038","장소","관광지","10252313","SBS제천촬영장",,,"60515","드라마/영화촬영지","4315032041101090005","충청북도","제천시","청풍면","물태리","109-5","4315032041","4315032000",,,,"128.17042969266","37.003143887738","라바596896","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000039","장소","관광지","10252314","가문의영광촬영지",,,"60515","드라마/영화촬영지","4613011600102770000","전라남도","여수시","남산동",,"277","4613011600","4613065500",,,,"127.729677696699","34.7346614168649","라라210378","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000040","장소","관광지","10252316","겨울연가촬영지",,,"60515","드라마/영화촬영지","5176038023101370002","강원특별자치도","평창군","대관령면","차항리","137-2","5176038023","5176038000",,,,"128.682998719281","37.7128306574879","마사042687","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000041","장소","관광지","10252317","겨울연가촬영지",,,"60515","드라마/영화촬영지","1111014800100010000","서울특별시","종로구","가회동",,"1","1111014600","1111060000","111104100428","창덕궁길","164","126.986667235336","37.5835565767649","다사546539","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000042","장소","관광지","10252318","그대그리고나촬영지",,,"60515","드라마/영화촬영지","4777031032108130000","경상북도","영덕군","강구면","오포리","813","4777031032","4777031000",,,,"129.389175756703","36.3580158755399","마바695195","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000043","장소","관광지","10252324","불새드라마촬영지",,,"60515","드라마/영화촬영지","5013011900129500003","제주특별자치도","서귀포시","색달동",,"2950-3","5013011900","5013062000",,,,"126.414812456789","33.2450049422952","나나989731","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000044","장소","관광지","10252325","나주영상테마파크",,,"60515","드라마/영화촬영지","4617034024110440000","전라남도","나주시","공산면","신곡리","1044","4617034024","4617034000",,,,"126.600482076057","34.9795610024203","다라178653","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000045","장소","관광지","10252326","서동요테마파크",,,"60515","드라마/영화촬영지","4476039026102700000","충청남도","부여군","충화면","가화리","270","4476039026","4476039000","447603259196","충신로","616","126.823734811534","36.1448263830928","다마391944","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000046","장소","관광지","10252329","서동요촬영지",,,"60515","드라마/영화촬영지","4514012400200210000","전라북도","익산시","신흥동",,"산21","4514012400","4514067000",,,,"126.991651530133","35.945467011593","다마541722","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000047","장소","관광지","10252330","남양주종합촬영소",,,"60515","드라마/영화촬영지","4136036025100920000","경기도","남양주시","조안면","삼봉리","92","4136036025","4136036000","413604391374","북한강로855번길","138","127.318647694824","37.6049895290489","다사839561","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000048","장소","관광지","10252333","석불산영상랜드",,,"60515","드라마/영화촬영지","4580040021106850056","전라북도","부안군","하서면","청호리","685-56","4580040021","4580040000",,,,"126.642165471683","35.7269046547699","다마224481","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000049","장소","관광지","10252334","선물촬영지",,,"60515","드라마/영화촬영지","4678025024201810000","전라남도","보성군","보성읍","봉산리","산181","4678025024","4678025000","467803290003","녹차로","1035","127.08924499492","34.7363609230577","다라623380","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000050","장소","관광지","10252336","스캔들촬영지",,,"60515","드라마/영화촬영지","4690033032102460000","전라남도","진도군","의신면","만길리","246","4690033032","4690033000",,,,"126.298390224807","34.4215603395507","나라895037","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000051","장소","관광지","10252337","슬픈연가세트장",,,"60515","드라마/영화촬영지","2872031021100010011","인천광역시","옹진군","북도면","시도리","1-11","2872031021","2872031000","287204274122","시도로86번길","404","126.439371941636","37.5451793949199","다사063500","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000052","장소","관광지","10252338","시월애촬영지",,,"60515","드라마/영화촬영지","2871041021202490003","인천광역시","강화군","삼산면","석모리","산249-3","2871041021","2871041000",,,,"126.298109950731","37.7020118928762","나사940676","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000053","장소","관광지","10252340","용인대장금파크",,,"60515","드라마/영화촬영지","4146135028107780001","경기도","용인시 처인구","백암면","용천리","778-1","4146135028","4146135000","414614433546","용천드라마길","25","127.337836164244","37.121105067435","다사855025","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000054","장소","관광지","10252341","신라의달밤촬영지",,,"60515","드라마/영화촬영지","4713031528108610000","경상북도","경주시","문무대왕면","봉길리","861","4713031528","4713031500",,,,"129.472363545597","35.7309659792638","마마783500","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000055","장소","관광지","10252342","아름다운시절촬영지",,,"60515","드라마/영화촬영지","4872031023103550001","경상남도","의령군","가례면","개승리","355-1","4872031023","4872031000",,,,"128.235633926581","35.3802437669115","라마668096","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000056","장소","관광지","10252343","아트서비스A동",,,"60515","드라마/영화촬영지","4148032022116520155","경기도","파주시","탄현면","법흥리","1652-155","4148032022","4148032000","414804418865","헤이리마을길","55-60","126.694711220755","37.7893929786943","다사290769","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000057","장소","관광지","10252344","아트서비스B동",,,"60515","드라마/영화촬영지","4148032022116520164","경기도","파주시","탄현면","법흥리","1652-164","4148032022","4148032000","414804418865","헤이리마을길","55-61","126.694287732413","37.7887634995924","다사290768","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000058","장소","관광지","10252345","아트하우스촬영소",,,"60515","드라마/영화촬영지","4128710800111240003","경기도","고양시 일산서구","법곳동",,"1124-3","4128710800","4128758000","412874382089","송산로334번길","247-96","126.717919647383","37.6705221271492","다사310637","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000059","장소","관광지","10252349","어린왕자촬영지",,,"60515","드라마/영화촬영지","4677033023108810005","전라남도","고흥군","금산면","신전리","881-5","4677033023","4677033000","467704667485","연홍길","94-5","127.089659830146","34.4621128219731","다라623076","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000060","장소","관광지","10252350","여름향기촬영지",,,"60515","드라마/영화촬영지","5176036027200010000","강원특별자치도","평창군","진부면","동산리","산1","5176036027","5176036000","517603228020","오대산로","905-3","128.595646551747","37.7713324119362","라사964751","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000061","장소","관광지","10252351","대장금촬영지",,,"60515","드라마/영화촬영지","4471033030101520002","충청남도","금산군","부리면","수통리","152-2","4471033030","4471033000",,,,"127.597385915723","36.0646756067551","라마087853","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000062","장소","관광지","10252352","대장금촬영지",,,"60515","드라마/영화촬영지","4678038024200580000","전라남도","보성군","득량면","오봉리","산58","4678038024","4678038000",,,,"127.162293401061","34.7553192194607","다라690401","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000063","장소","관광지","10252354","네멋대로해라촬영지",,,"60515","드라마/영화촬영지","4711110200106400007","경상북도","포항시 남구","대도동",,"640-7","4711110200","4711152500","471113303014","상공로","10","129.356528776877","36.0095298695213","마마673807","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000064","장소","관광지","10252355","번지점프를하다촬영지",,,"60515","드라마/영화촬영지","4482533027201470046","충청남도","태안군","근흥면","정죽리","산147-46","4482533027","4482533000",,,,"126.154383035644","36.695453276853","나바797561","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000065","장소","관광지","10252356","불멸의이순신촬영지",,,"60515","드라마/영화촬영지","4580036022106420000","전라북도","부안군","변산면","격포리","642","4580036022","4580036000","458004640087","궁항영상길","91","126.46541206296","35.60968797469","다마062353","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000066","장소","관광지","10252357","상도촬영지",,,"60515","드라마/영화촬영지","4615038036200780001","전라남도","순천시","낙안면","금산리","산78-1","4615038036","4615038000",,,,"127.353007831945","34.9268477790168","다라865591","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000067","장소","관광지","10252358","서동요세트장",,,"60515","드라마/영화촬영지","4514039023110040003","전라북도","익산시","여산면","원수리","1004-3","4514039023","4514039000",,,,"127.079534640779","36.0234847136074","다마621808","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000068","장소","관광지","10252361","순수의시대촬영지",,,"60515","드라마/영화촬영지","4822036027200460001","경상남도","통영시","한산면","비진리","산46-1","4822036027","4822036000",,,,"128.460172103409","34.7226877823868","라라879368","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000069","장소","관광지","10252362","가을로촬영지",,,"60515","드라마/영화촬영지","4671033522200290000","전라남도","담양군","가사문학면","지곡리","산29","4671033522","4671033500",,,,"127.01180815821","35.1832890182775","다라555876","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000070","장소","관광지","10252363","온달관광지온달오픈세트장",,,"60515","드라마/영화촬영지","4380033022101470000","충청북도","단양군","영춘면","하리","147","4380033022","4380033000","438003248041","온달로","23","128.491819290002","37.0621233176695","라바881964","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000071","장소","관광지","10252364","YMCA야구단촬영지",,,"60515","드라마/영화촬영지","4511111800100260003","전라북도","전주시 완산구","교동",,"26-3","4511111800","4511153000","451114598412","향교길","139","127.157221355082","35.8124685301009","다마690573","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000072","장소","관광지","10252367","순천드라마촬영장",,,"60515","드라마/영화촬영지","4615013300100220000","전라남도","순천시","조례동",,"22","4615013300","4615066500","461504649402","비례골길","24","127.537612339031","34.9573062273341","라라034624","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000073","장소","관광지","10252368","실미도촬영지",,,"60515","드라마/영화촬영지","2811015200203610005","인천광역시","중구","무의동",,"산361-5","2811015200","2811063000",,,,"126.391223632522","37.401038837637","다사018341","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000074","장소","관광지","10252369","여름향기촬영지",,,"60515","드라마/영화촬영지","4678025023000000000","전라남도","보성군","보성읍","옥평리",,"4678025023","4678025000",,,,"127.102738017175","34.754804939502","다라636401","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000075","장소","관광지","10252375","연풍연가촬영지",,,"60515","드라마/영화촬영지","5011025026102870002","제주특별자치도","제주시","한림읍","동명리","287-2","5011025026","5011025000",,,,"126.279012748071","33.3884229219321","나나864892","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000076","장소","관광지","10252376","엽기적인그녀촬영지",,,"60515","드라마/영화촬영지","2638010300112070001","부산광역시","사하구","하단동",,"1207-1","2638010300","2638056100","263803006030","낙동남로","1240-2","128.944438698933","35.1048123067563","마라316798","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000077","장소","관광지","10252377","괴물촬영지",,,"60515","드라마/영화촬영지","1117012900103930003","서울특별시","용산구","이촌동",,"393-3","1117012900","1117064000",,,,"126.952165759352","37.5292907268428","다사515479","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000078","장소","관광지","10252378","봄여름가을겨울그리고봄촬영지",,,"60515","드라마/영화촬영지","4775031527200410001","경상북도","청송군","주왕산면","주산지리","산41-1","4775031527","4775031500",,,,"129.195424085985","36.3554986232369","마바521188","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000079","장소","관광지","10252380","올인촬영지",,,"60515","드라마/영화촬영지","5013032024136650011","제주특별자치도","서귀포시","표선면","가시리","3665-11","5013032024","5013032000",,,,"126.722695583735","33.3923182020124","다나277892","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000080","장소","관광지","10252381","섭지코지올인하우스",,,"60515","드라마/영화촬영지","5013025924100570000","제주특별자치도","서귀포시","성산읍","고성리","57","5013025924","5013025900","501303350153","섭지코지로","261","126.931424435513","33.4258356012794","다나471928","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000081","장소","관광지","10252382","용의눈물촬영지",,,"60515","드라마/영화촬영지","4482535023108100006","충청남도","태안군","원북면","황촌리","810-6","4482535023","4482535000","448254592016","구례포길","47-20","126.197760734241","36.8863949789833","나바839772","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000082","장소","관광지","10252385","이제수의난촬영지",,,"60515","드라마/영화촬영지","5013032023109440000","제주특별자치도","서귀포시","표선면","성읍리","944","5013032023","5013032000",,,,"126.802175184128","33.3857062714534","다나350884","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000083","장소","관광지","10252386","장길산촬영지",,,"60515","드라마/영화촬영지","4482532022104650332","충청남도","태안군","남면","몽산리","465-332","4482532022","4482532000",,,,"126.268500513621","36.7003157699044","나바899565","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000084","장소","관광지","10252388","나주영상테마파크주몽촬영장",,,"60515","드라마/영화촬영지","4617034023106630000","전라남도","나주시","공산면","백사리","663","4617034023","4617034000",,,,"126.601719991389","34.9787236427571","다라180652","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000085","장소","관광지","10252389","천국의계단촬영지",,,"60515","드라마/영화촬영지","1171010100100400001","서울특별시","송파구","잠실동",,"40-1","1171010100","1171068000","117103123023","올림픽로","240","127.098179752828","37.5110983663961","다사644458","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000086","장소","관광지","10252390","천년학촬영지",,,"60515","드라마/영화촬영지","4680037022117400001","전라남도","장흥군","회진면","회진리","1740-1","4680037022","4680037000","468004676465","천년학길","60","126.940967708844","34.4666864834857","다라486082","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000087","장소","관광지","10252391","청춘촬영지",,,"60515","드라마/영화촬영지","4885032033107700001","경상남도","하동군","악양면","봉대리","770-1","4885032033","4885032000",,,,"127.691619932915","35.1521431775634","라라174841","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000088","장소","관광지","10252394","최참판댁",,,"60515","드라마/영화촬영지","4885032034104830000","경상남도","하동군","악양면","평사리","483","4885032034","4885032000","488504832495","평사리길","66-7","127.688108340331","35.1556493359308","라라171845","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000089","장소","관광지","10252397","춘향뎐촬영지",,,"60515","드라마/영화촬영지","4519010500101180000","전라북도","남원시","천거동",,"118","4519010500","4519055000","451903271003","광한서로","15","127.377842433867","35.4025205601339","다마889118","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000090","장소","관광지","10252398","선암사취화선촬영지",,,"60515","드라마/영화촬영지","4615025032108020000","전라남도","순천시","승주읍","죽학리","802","4615025032","4615025000","461504649504","선암사길","450","127.330912199364","34.9964267218338","다라845668","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000091","장소","관광지","10252399","친구촬영지",,,"60515","드라마/영화촬영지","2617010300107770002","부산광역시","동구","좌천동",,"777-2","2617010300","2617064500","261704181385","정공단로11번가길","21-2","129.052079203156","35.13408516774","마라414832","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000092","장소","관광지","10252400","클래식촬영지",,,"60515","드라마/영화촬영지","3017012400104770003","대전광역시","서구","원정동",,"477-3","3017012400","3017060000",,,,"127.297929782154","36.2568934909914","다바818066","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000093","장소","관광지","10252403","태양의남쪽촬영지",,,"60515","드라마/영화촬영지","5123031034100030001","강원특별자치도","삼척시","근덕면","장호리","3-1","5123031034","5123031000","512304472282","장호항길","115","129.315160738166","37.2892383073822","마사608226","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000094","장소","관광지","10252406","태조왕건촬영지",,,"60515","드라마/영화촬영지","4315031022102600001","충청북도","제천시","금성면","성내리","260-1","4315031022","4315031000","431503239070","청풍호로","1544","128.17345153328","37.0293528770316","라바598925","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000095","장소","관광지","10252407","대왕세종촬영지",,,"60515","드라마/영화촬영지","4728025030100660000","경상북도","문경시","문경읍","상초리","66","4728025030","4728025000","472803000165","새재로","1037","128.073791047066","36.7711531703274","라바512638","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000096","장소","관광지","10252408","파이란촬영지",,,"60515","드라마/영화촬영지","5182031023103210000","강원특별자치도","고성군","현내면","초도리","321","5182031023","5182031000",,,,"128.428170911527","38.4855171674827","라아809542","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
